danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.659,0.302,1,-12.283,1,0.0296,0.723,1.51e-05,0.111,0.331,79.024,audio_features,3ccDb4UqLC54IoFJ8LmFoy,spotify:track:3ccDb4UqLC54IoFJ8LmFoy,https://api.spotify.com/v1/tracks/3ccDb4UqLC54IoFJ8LmFoy,https://api.spotify.com/v1/audio-analysis/3ccDb4UqLC54IoFJ8LmFoy,186954,1
0.377,0.178,5,-18.808,0,0.0315,0.921,0.0313,0.115,0.109,98.279,audio_features,0E8afAKop5kTWKQ6BL9fub,spotify:track:0E8afAKop5kTWKQ6BL9fub,https://api.spotify.com/v1/tracks/0E8afAKop5kTWKQ6BL9fub,https://api.spotify.com/v1/audio-analysis/0E8afAKop5kTWKQ6BL9fub,195121,4
0.493,0.231,10,-13.542,0,0.0292,0.794,0.68,0.107,0.0886,72.612,audio_features,3HzVDoiZWZbDBgzyjH3sTO,spotify:track:3HzVDoiZWZbDBgzyjH3sTO,https://api.spotify.com/v1/tracks/3HzVDoiZWZbDBgzyjH3sTO,https://api.spotify.com/v1/audio-analysis/3HzVDoiZWZbDBgzyjH3sTO,256395,4
0.658,0.155,7,-16.708,1,0.0346,0.832,0.0278,0.0908,0.252,108.025,audio_features,7qVx8zjFbDJVWpNz0aLQ7t,spotify:track:7qVx8zjFbDJVWpNz0aLQ7t,https://api.spotify.com/v1/tracks/7qVx8zjFbDJVWpNz0aLQ7t,https://api.spotify.com/v1/audio-analysis/7qVx8zjFbDJVWpNz0aLQ7t,208000,4
0.685,0.3,7,-11.046,0,0.0324,0.877,0.564,0.101,0.615,149.111,audio_features,18iNTpD8inRf8iWDcDCFbH,spotify:track:18iNTpD8inRf8iWDcDCFbH,https://api.spotify.com/v1/tracks/18iNTpD8inRf8iWDcDCFbH,https://api.spotify.com/v1/audio-analysis/18iNTpD8inRf8iWDcDCFbH,192573,4
0.781,0.196,10,-17.31,1,0.0365,0.944,0.0111,0.142,0.429,124.049,audio_features,3FnLXcAYQtVRflOL6bnT5u,spotify:track:3FnLXcAYQtVRflOL6bnT5u,https://api.spotify.com/v1/tracks/3FnLXcAYQtVRflOL6bnT5u,https://api.spotify.com/v1/audio-analysis/3FnLXcAYQtVRflOL6bnT5u,311613,4
0.454,0.269,10,-10.593,1,0.0315,0.571,8.65e-06,0.102,0.287,153.284,audio_features,7BR77E49eVR2gEBNg4Tdt5,spotify:track:7BR77E49eVR2gEBNg4Tdt5,https://api.spotify.com/v1/tracks/7BR77E49eVR2gEBNg4Tdt5,https://api.spotify.com/v1/audio-analysis/7BR77E49eVR2gEBNg4Tdt5,188632,4
0.593,0.298,8,-10.167,1,0.0274,0.46,1.06e-06,0.0825,0.097,110.016,audio_features,1eTY4GvB716CI0mZkq1Ruo,spotify:track:1eTY4GvB716CI0mZkq1Ruo,https://api.spotify.com/v1/tracks/1eTY4GvB716CI0mZkq1Ruo,https://api.spotify.com/v1/audio-analysis/1eTY4GvB716CI0mZkq1Ruo,273013,4
0.493,0.345,9,-15.159,1,0.0392,0.932,0.791,0.0815,0.41,77.212,audio_features,0vyNxE8W1tkbOA9s64UfGa,spotify:track:0vyNxE8W1tkbOA9s64UfGa,https://api.spotify.com/v1/tracks/0vyNxE8W1tkbOA9s64UfGa,https://api.spotify.com/v1/audio-analysis/0vyNxE8W1tkbOA9s64UfGa,229860,4
0.636,0.129,11,-17.074,1,0.0347,0.887,0.0,0.0719,0.299,125.798,audio_features,0wfaxt9dqAc7mUF36U11dw,spotify:track:0wfaxt9dqAc7mUF36U11dw,https://api.spotify.com/v1/tracks/0wfaxt9dqAc7mUF36U11dw,https://api.spotify.com/v1/audio-analysis/0wfaxt9dqAc7mUF36U11dw,227619,4
